序号,政策名称,发文机关,发文字号,发布日期,有效状态,主题分类,官方来源网址,本地文件名
48,生成式人工智能服务管理暂行办法,国家级政府或主管部门（按官方来源）,第15号,2023-05-23,未发现废止或失效信息,产业发展,https://www.gov.cn/zhengce/zhengceku/202307/content_6891752.htm,48_国家_2023_生成式人工智能服务管理暂行办法.pdf
